2019-04-06 10:09:58,"b'C Grade failed heroine @koenamitra , Wants to remain in Highlight by communal posts...\n\nLet her continue for few mo\xe2\x80\xa6 https://t.co/7Rh3BhXJvK'"
2019-04-06 10:09:48,b'RT @VinayDokania: This is hilarious. \n@narendramodi scolding #Pliable @abpnewshindi Chowkidars for blacking out @arunjaitley s Press Conf o\xe2\x80\xa6'
2019-04-06 10:09:30,"b""Media Pimping at it's best. #ChowkidarChorHai https://t.co/mVW4SjrWHa"""
2019-04-06 10:08:50,"b'#PMModiOnABP said ""A major part of my life has been spent on railway tracks"" \n\nThis Is what he meant\xe2\x80\xa6 https://t.co/46e3Ankoxp'"
2019-04-06 10:06:34,b'@confess2gaurav @BJP4India #ShatrughanSinha  Who is relevant in BJP. Its been run by 2 &amp; 1/2 men. You have seen how\xe2\x80\xa6 https://t.co/1yjWcTowjG'
2019-04-06 10:06:26,b'RT @archansr: @amitmalviya Shameless Malware for once ask COWARD Modi to do a open interaction rather then monologues &amp; fixed interviews th\xe2\x80\xa6'
2019-04-06 10:05:36,b'RT @srinivasiyc: Looks like #ChowkidarChorHai is the new IPL anthem!\n\n#RCBvKKR #IPL2019 https://t.co/5O4Ump6pxz'
2019-04-06 10:05:27,"b""@akashbanerjee 0 because he's not take any action against bjp \nAlways support him\n#ChowkidarChorHai"""
2019-04-06 10:04:42,b'@chowakidarkumar Good you showed sanghi character by disrespecting ex-PM\n#ChowkidarChorHai'
2019-04-06 10:04:27,b'RT @srinivasiyc: Looks like #ChowkidarChorHai is the new IPL anthem!\n\n#RCBvKKR #IPL2019 https://t.co/5O4Ump6pxz'
2019-04-06 10:00:17,b'RT @srinivasiyc: Looks like #ChowkidarChorHai is the new IPL anthem!\n\n#RCBvKKR #IPL2019 https://t.co/5O4Ump6pxz'
2019-04-06 09:59:10,b'So this is how people reacted on 5 years  of modi government.....\n#ChowkidarChorHai @RahulGandhi @priyankagandhi\xe2\x80\xa6 https://t.co/wJIJx1rIBw'
2019-04-06 09:57:40,b'RT @srinivasiyc: Looks like #ChowkidarChorHai is the new IPL anthem!\n\n#RCBvKKR #IPL2019 https://t.co/5O4Ump6pxz'
2019-04-06 09:56:04,"b'Nitish Kumar, the NDA Ally, implies #ChowkidarChorHai. https://t.co/10fyjwJkGa'"
2019-04-06 09:54:35,b'@aajtak @paree7861 Only RAGA\n#RahulGandhi \n#ChowkidarChorHai'
2019-04-06 09:54:02,b'@NitishKumar will you give A/C of those 2 cr you talked about or are you saying #ChowkidarChorHai @MaheshReddy_hr\xe2\x80\xa6 https://t.co/AHruIkYrCd'
2019-04-06 09:52:37,b'RT @VinayDokania: This is hilarious. \n@narendramodi scolding #Pliable @abpnewshindi Chowkidars for blacking out @arunjaitley s Press Conf o\xe2\x80\xa6'
2019-04-06 09:51:54,b'Altered Videos are the new #ChowkidarChorHai way of doing things https://t.co/TYuhLhdSXn'
2019-04-06 09:51:25,"b""RT @geetv79: Hear\xf0\x9f\x91\x87 Fmr Foreign Secretary on HAL \n\nJust 2 Days before Modi Went to France, \nRobbed #RafaleDeal from HAL,\n &amp; Gifted it to AA'\xe2\x80\xa6"""
2019-04-06 09:50:32,b'RT @VinayDokania: Why was @narendramodi waving Pakistans flag ? \nWhen did modi become anti national?\nWill Anyone from BJP care to explain?\xe2\x80\xa6'
2019-04-06 09:50:27,b'RT @VinayDokania: This is hilarious. \n@narendramodi scolding #Pliable @abpnewshindi Chowkidars for blacking out @arunjaitley s Press Conf o\xe2\x80\xa6'
2019-04-06 09:49:35,b'RT @VinayDokania: Why was @narendramodi waving Pakistans flag ? \nWhen did modi become anti national?\nWill Anyone from BJP care to explain?\xe2\x80\xa6'
2019-04-06 09:46:49,b'@akashbanerjee Our future will be doomed!#SaveDemocracy #ChowkidarChorHai'
2019-04-06 09:43:49,b'RT @VinayDokania: This is hilarious. \n@narendramodi scolding #Pliable @abpnewshindi Chowkidars for blacking out @arunjaitley s Press Conf o\xe2\x80\xa6'
2019-04-06 09:42:58,b'RT @VinayDokania: This is hilarious. \n@narendramodi scolding #Pliable @abpnewshindi Chowkidars for blacking out @arunjaitley s Press Conf o\xe2\x80\xa6'
2019-04-06 09:42:26,b'RT @VinayDokania: This is hilarious. \n@narendramodi scolding #Pliable @abpnewshindi Chowkidars for blacking out @arunjaitley s Press Conf o\xe2\x80\xa6'
2019-04-06 09:42:08,b'RT @VinayDokania: This is hilarious. \n@narendramodi scolding #Pliable @abpnewshindi Chowkidars for blacking out @arunjaitley s Press Conf o\xe2\x80\xa6'
2019-04-06 09:39:06,b'Maulana Amit Shah paints the Kashmir BJP posters with green simply to ensure that atleast one of its candidate will\xe2\x80\xa6 https://t.co/zEl9YSNRVi'
2019-04-06 09:35:11,b'RT @srinivasiyc: Looks like #ChowkidarChorHai is the new IPL anthem!\n\n#RCBvKKR #IPL2019 https://t.co/5O4Ump6pxz'
2019-04-06 09:33:30,b'This is hilarious. \n@narendramodi scolding #Pliable @abpnewshindi Chowkidars for blacking out @arunjaitley s Press\xe2\x80\xa6 https://t.co/yUhymMcbL2'
2019-04-06 09:32:45,b'RT @srinivasiyc: Looks like #ChowkidarChorHai is the new IPL anthem!\n\n#RCBvKKR #IPL2019 https://t.co/5O4Ump6pxz'
2019-04-06 09:30:48,b'RT @SamikChoudhury: @IamRiteshtiwari @BJP4India @narendramodi @shivprakashbjp @smritiirani @AmitShah @dpradhanbjp @KailashOnline @PiyushGoy\xe2\x80\xa6'
2019-04-06 09:29:12,b'If modi comes in front of me I will lock my valuables first so that he doesnt give them to ambanis and then I will\xe2\x80\xa6 https://t.co/YsZBayyeNb'
2019-04-06 09:29:07,b'RT @VinayDokania: Why was @narendramodi waving Pakistans flag ? \nWhen did modi become anti national?\nWill Anyone from BJP care to explain?\xe2\x80\xa6'
2019-04-06 09:27:33,b'RT @srinivasiyc: Looks like #ChowkidarChorHai is the new IPL anthem!\n\n#RCBvKKR #IPL2019 https://t.co/5O4Ump6pxz'
